swale	plot	time	treatment	FAR.r	FAR.d	FAR.w	FAR.k	FAR.y	FAR.days	FARp.r	FARp.d	FARp.w	FARp.k	FARp.y	FARm.r	FARm.d	FARm.w	FARm.k	FARm.y	FARb.r	FARb.d	FARb.w	FARb.k	FARb.y
s11	p490	t2	cb09	0	0	5	0	35	80	0	0	0.0625	0	0.4375	0	0	0.070833333	0	0.35	0	0	1	0	1
s11	p491	t2	cb09	2	0	6	0	3	81	0.024691358	0	0.074074074	0	0.037037037	0.053814498	0	0.083950617	0	0.02962963	1	0	1	0	1
s11	p492	t2	cb09	0	2	18	0	10	81	0	0.024691358	0.222222222	0	0.12345679	0	0.524691358	0.251851852	0	0.098765432	0	1	1	0	1
s11	p493	t2	cb09	5	0	8	0	0	80	0.0625	0	0.1	0	0	0.136217949	0	0.113333333	0	0	1	0	1	0	0
s11	p494	t2	cb09	0	0	45	0	15	80	0	0	0.5625	0	0.1875	0	0	0.6375	0	0.15	0	0	1	0	1
s11	p495	t2	cb09	0	0	30	0	42	80	0	0	0.375	0	0.525	0	0	0.425	0	0.42	0	0	1	0	1
s11	p501	t2	cb09	2	0	3	0	28	81	0.024691358	0	0.037037037	0	0.345679012	0.053814498	0	0.041975309	0	0.27654321	1	0	1	0	1
s11	p502	t2	cb09	1	0	11	0	29	80	0.0125	0	0.1375	0	0.3625	0.02724359	0	0.155833333	0	0.29	1	0	1	0	1
s12	p496	t2	cb09	1	0	14	0	3	81	0.012345679	0	0.172839506	0	0.037037037	0.026907249	0	0.195884774	0	0.02962963	1	0	1	0	1
s12	p497	t2	cb09	0	0	20	0	13	81	0	0	0.24691358	0	0.160493827	0	0	0.279835391	0	0.128395062	0	0	1	0	1
s12	p498	t2	cb09	3	0	18	2	1	81	0.037037037	0	0.222222222	0.024691358	0.012345679	0.080721747	0	0.251851852	0.031746032	0.009876543	1	0	1	1	1
s12	p499	t2	cb09	0	0	17	0	23	81	0	0	0.209876543	0	0.283950617	0	0	0.237860082	0	0.227160494	0	0	1	0	1
s12	p500	t2	cb09	0	0	27	0	18	81	0	0	0.333333333	0	0.222222222	0	0	0.377777778	0	0.177777778	0	0	1	0	1
