swale	plot	time	treatment	FAR.r	FAR.d	FAR.w	FAR.k	FAR.y	FAR.days	FARp.r	FARp.d	FARp.w	FARp.k	FARp.y	FARm.r	FARm.d	FARm.w	FARm.k	FARm.y	FARb.r	FARb.d	FARb.w	FARb.k	FARb.y
s11	p487	t3	cb09	0	0	3	0	5	95	0	0	0.031578947	0	0.052631579	0	0	0.023308271	0	0.050526316	0	0	1	0	1
s11	p488	t3	cb09	0	0	3	0	35	95	0	0	0.031578947	0	0.368421053	0	0	0.023308271	0	0.353684211	0	0	1	0	1
s11	p489	t3	cb09	0	0	6	0	24	95	0	0	0.063157895	0	0.252631579	0	0	0.046616541	0	0.242526316	0	0	1	0	1
s11	p490	t3	cb09	0	0	1	0	4	95	0	0	0.010526316	0	0.042105263	0	0	0.007769424	0	0.040421053	0	0	1	0	1
s11	p491	t3	cb09	0	0	1	0	14	95	0	0	0.010526316	0	0.147368421	0	0	0.007769424	0	0.141473684	0	0	1	0	1
s11	p492	t3	cb09	0	0	8	0	18	95	0	0	0.084210526	0	0.189473684	0	0	0.062155388	0	0.181894737	0	0	1	0	1
s11	p493	t3	cb09	0	0	5	0	0	95	0	0	0.052631579	0	0	0	0	0.038847118	0	0	0	0	1	0	0
s11	p494	t3	cb09	0	0	10	0	26	95	0	0	0.105263158	0	0.273684211	0	0	0.077694236	0	0.262736842	0	0	1	0	1
s11	p495	t3	cb09	1	0	9	0	47	95	0.010526316	0	0.094736842	0	0.494736842	0.041647597	0	0.069924812	0	0.474947368	1	0	1	0	1
s11	p501	t3	cb09	0	0	11	0	6	95	0	0	0.115789474	0	0.063157895	0	0	0.085463659	0	0.060631579	0	0	1	0	1
s11	p502	t3	cb09	0	0	5	0	42	95	0	0	0.052631579	0	0.442105263	0	0	0.038847118	0	0.424421053	0	0	1	0	1
s12	p496	t3	cb09	2	0	3	2	18	96	0.020833333	0	0.03125	0.020833333	0.1875	0.082427536	0	0.023065476	0.035493827	0.18	1	0	1	1	1
s12	p497	t3	cb09	0	0	0	0	14	96	0	0	0	0	0.145833333	0	0	0	0	0.14	0	0	0	0	1
s12	p498	t3	cb09	0	0	6	0	8	96	0	0	0.0625	0	0.083333333	0	0	0.046130952	0	0.08	0	0	1	0	1
s12	p499	t3	cb09	0	0	0	2	11	96	0	0	0	0.020833333	0.114583333	0	0	0	0.035493827	0.11	0	0	0	1	1
s12	p500	t3	cb09	0	0	1	0	12	96	0	0	0.010416667	0	0.125	0	0	0.007688492	0	0.12	0	0	1	0	1
